Material ID,Formula
mp-1111201,K2RbYBr6
mp-1111593,K2RbVF6
mp-1111204,K2RbTmCl6
mp-1111908,K2RbTlF6
mp-1111203,K2RbTlBr6
mp-1111594,K2RbTiF6
mp-1111205,K2RbTbCl6
mp-1114553,K2RbTaI6
mp-1111596,K2RbTaF6
mp-1114552,K2RbTaCl6
mp-1114551,K2RbTaBr6
mp-1111114,K2RbScF6
mp-1111207,K2RbScCl6
mp-1111597,K2RbScBr6
mp-1114549,K2RbSbI6
mp-1111124,K2RbSbF6
mp-1111206,K2RbSbCl6
mp-1111210,K2RbSbBr6
mp-1111598,K2RbRuF6
mp-1111909,K2RbRhF6
mp-1114512,K2RbPrI6
mp-1114674,K2RbPrF6
mp-1114546,K2RbPrCl6
mp-1114408,K2RbPrBr6
mp-1111117,K2RbPdF6
mp-1114545,K2RbNdI6
mp-1114353,K2RbNdF6
mp-1114544,K2RbNdCl6
mp-1114407,K2RbNdBr6
mp-1111116,K2RbNbF6
mp-1114406,K2RbMoI6
mp-1111910,K2RbMoF6
mp-1114351,K2RbMoCl6
mp-1114542,K2RbMoBr6
mp-1111911,K2RbMnF6
mp-1111209,K2RbLuCl6
mp-1111912,K2RbIrF6
mp-1111599,K2RbInF6
mp-1111212,K2RbInCl6
mp-1111211,K2RbInBr6
mp-1111214,K2RbGdCl6
mp-1111285,K2RbGaI6
mp-1111144,K2RbGaF6
mp-1111600,K2RbGaCl6
mp-1111213,K2RbGaBr6
mp-1111216,K2RbErCl6
mp-1111215,K2RbDyCl6
mp-1111217,K2RbCrF6
mp-1111601,K2RbCoF6
mp-1114535,K2RbCeI6
mp-1114402,K2RbCeF6
mp-1114534,K2RbCeCl6
mp-1114533,K2RbCeBr6
mp-1114532,K2RbBiI6
mp-1111602,K2RbBiF6
mp-1114531,K2RbBiCl6
mp-1114400,K2RbBiBr6
mp-1111604,K2RbAuF6
mp-1111605,K2RbAuBr6
mp-1111606,K2RbAsI6
mp-1111608,K2RbAsF6
mp-1111913,K2RbAsCl6
mp-1111609,K2RbAsBr6
mp-1111610,K2RbAlI6
mp-1111612,K2RbAlF6
mp-1111613,K2RbAlCl6
mp-1111617,K2RbAlBr6
mp-1112045,K2PrCuI6
mp-1112220,K2PrCuCl6
mp-1112040,K2PrCuBr6
mp-1112421,K2PrAuCl6
mp-1112088,K2PrAgI6
mp-1111962,K2PrAgF6
mp-1112089,K2PrAgCl6
mp-1112092,K2PrAgBr6
mp-1112157,K2NiHgF6
mp-1111941,K2NiAuF6
mp-1112044,K2NdCuI6
mp-1112227,K2NdCuCl6
mp-1112228,K2NdCuBr6
mp-1112422,K2NdAuCl6
mp-1112091,K2NdAgI6
mp-1112454,K2NdAgF6
mp-1112094,K2NdAgCl6
mp-1112455,K2NdAgBr6
mp-1111198,K2NbTlF6
mp-1114284,K2NbHgF6
mp-1114286,K2NbAuF6
mp-1112456,K2NbAgF6
mp-1111220,K2NaYI6
mp-13799,K2NaYF6
mp-1111218,K2NaYCl6
mp-1111219,K2NaYBr6
mp-1080537,K2NaVF6
mp-1111615,K2NaTmCl6
mp-1111222,K2NaTlI6
mp-13798,K2NaTlF6
mp-1111616,K2NaTlCl6
mp-1111915,K2NaTlBr6
mp-1111916,K2NaTiF6
mp-1111622,K2NaTbCl6
mp-1111221,K2NaTaI6
mp-1114170,K2NaTaCl6
mp-1111224,K2NaTaBr6
mp-1111223,K2NaSmCl6
mp-1111618,K2NaScI6
mp-6058,K2NaScF6
mp-1111621,K2NaScCl6
mp-1111649,K2NaScBr6
mp-1111226,K2NaSbI6
mp-1111623,K2NaSbF6
mp-1111624,K2NaSbCl6
mp-1111225,K2NaSbBr6
mp-1114171,K2NaRuF6
mp-14039,K2NaRhF6
mp-1111228,K2NaPrI6
mp-1111101,K2NaPrF6
mp-1111227,K2NaPrCl6
mp-1111230,K2NaPrBr6
mp-1111627,K2NaPdF6
mp-556757,K2NaNiF6
mp-1111630,K2NaNdI6
mp-1111631,K2NaNdF6
mp-1111229,K2NaNdCl6
mp-1111232,K2NaNdBr6
mp-1111104,K2NaNbF6
mp-1111633,K2NaMoI6
mp-556487,K2NaMoF6
mp-1111918,K2NaMoCl6
mp-1111637,K2NaMoBr6
mp-1111638,K2NaMnF6
mp-1111639,K2NaLuCl6
mp-1111919,K2NaIrF6
mp-1111231,K2NaInI6
mp-6686,K2NaInF6
mp-1111128,K2NaInCl6
mp-1111640,K2NaInBr6
mp-1111234,K2NaGdCl6
mp-1111106,K2NaGaF6
mp-1111127,K2NaGaCl6
mp-1111641,K2NaGaBr6
mp-558674,K2NaFeF6
mp-1111646,K2NaEuCl6
mp-1111647,K2NaErCl6
mp-1111648,K2NaDyCl6
mp-1111105,K2NaCoF6
mp-1111233,K2NaCeI6
mp-1111235,K2NaCeCl6
mp-1111237,K2NaCeBr6
mp-1111236,K2NaBiI6
mp-1111650,K2NaBiF6
mp-1111239,K2NaBiCl6
mp-1111238,K2NaBiBr6
mp-1111920,K2NaAuF6
mp-1111241,K2NaAuBr6
mp-1111108,K2NaAsF6
mp-1111651,K2NaAsCl6
mp-1111240,K2NaAsBr6
mp-6586,K2NaAlF6
mp-1111652,K2NaAlCl6
mp-1112423,K2MoAuF6
mp-1111574,K2MnTlF6
mp-1111955,K2MnHgF6
mp-1112424,K2MnAuF6
mp-1112461,K2MnAgF6
mp-1112229,K2LuCuCl6
mp-1112066,K2LuAuCl6
mp-1111986,K2LuAgCl6
mp-1111243,K2LiYI6
mp-1111653,K2LiYF6
mp-1111654,K2LiYCl6
mp-1111656,K2LiYBr6
mp-1111921,K2LiVF6
mp-1111657,K2LiTmCl6
mp-1111658,K2LiTlF6
mp-1111660,K2LiTlCl6
mp-1111242,K2LiTlBr6
mp-1111107,K2LiTiF6
mp-1111130,K2LiTbCl6
mp-1111245,K2LiTaI6
mp-1114155,K2LiTaF6
mp-1114176,K2LiTaCl6
mp-1111922,K2LiTaBr6
mp-1111244,K2LiSmCl6
mp-1111110,K2LiScF6
mp-1111932,K2LiScCl6
mp-1111247,K2LiSbI6
mp-1111662,K2LiSbF6
mp-1111664,K2LiSbCl6
mp-1111246,K2LiSbBr6
mp-1111923,K2LiRuF6
mp-1111665,K2LiRhF6
mp-1111250,K2LiPrI6
mp-1111248,K2LiPrCl6
mp-1111249,K2LiPrBr6
mp-1111924,K2LiPdF6
mp-1111147,K2LiNiF6
mp-1111251,K2LiNdI6
mp-1111925,K2LiNdF6
mp-1111252,K2LiNdCl6
mp-1111255,K2LiNdBr6
mp-1111109,K2LiNbF6
mp-1111254,K2LiMoI6
mp-1111271,K2LiMoF6
mp-1111666,K2LiMoCl6
mp-1111668,K2LiMoBr6
mp-1111670,K2LiMnF6
mp-1111126,K2LiLuCl6
mp-1111257,K2LiLaCl6
mp-1111926,K2LiIrF6
mp-1111671,K2LiInF6
mp-1111672,K2LiInCl6
mp-1111673,K2LiGdCl6
mp-1111112,K2LiGaF6
mp-1114180,K2LiFeF6
mp-1111273,K2LiEuCl6
mp-1111256,K2LiErCl6
mp-1111259,K2LiDyCl6
mp-1111927,K2LiCrF6
mp-1111150,K2LiCoF6
mp-1111674,K2LiCeI6
mp-1111675,K2LiCeCl6
mp-1111138,K2LiCeBr6
mp-1111258,K2LiBiI6
mp-1111676,K2LiBiF6
mp-1111261,K2LiBiCl6
mp-1111268,K2LiBiBr6
mp-1111111,K2LiAuF6
mp-1111678,K2LiAuCl6
mp-1111928,K2LiAsF6
mp-9839,K2LiAlF6
mp-1112230,K2LaCuCl6
mp-1112425,K2LaAuCl6
mp-1112481,K2LaAgCl6
mp-1112426,K2IrAuF6
mp-1112018,K2InSbI6
mp-1112181,K2InSbF6
mp-1112017,K2InSbCl6
mp-1112183,K2InSbBr6
mp-1112031,K2InHgI6
mp-1112199,K2InHgF6
mp-1112200,K2InHgCl6
mp-1112203,K2InHgBr6
mp-1112021,K2InGaI6
mp-1112546,K2InGaF6
mp-1111982,K2InGaCl6
mp-1112184,K2InGaBr6
mp-1114267,K2InCuCl6
mp-1112160,K2InCuBr6
mp-1112547,K2InBiF6
mp-1112439,K2InAuI6
mp-1111944,K2InAuF6
mp-1111983,K2InAuCl6
mp-1112069,K2InAuBr6
mp-1112020,K2InAsI6
mp-1112186,K2InAsF6
mp-1112187,K2InAsCl6
mp-1110640,K2InAsBr6
mp-1112095,K2InAgI6
mp-1112463,K2InAgF6
mp-1111985,K2InAgCl6
mp-1112464,K2InAgBr6
mp-1112197,K2HgSbI6
mp-1112195,K2HgSbF6
mp-1112196,K2HgSbCl6
mp-1112028,K2HgSbBr6
mp-1112198,K2HgRhF6
mp-1111936,K2HgPdF6
mp-1112152,K2HgMoF6
mp-1111958,K2HgIrF6
mp-1112030,K2HgBiI6
mp-1112552,K2HgBiF6
mp-1112033,K2HgBiCl6
mp-1112205,K2HgBiBr6
mp-1111937,K2HgAuF6
mp-1111992,K2HgAuBr6
mp-1112032,K2HgAsI6
mp-1112207,K2HgAsF6
mp-1112212,K2HgAsCl6
mp-1112208,K2HgAsBr6
mp-1112163,K2GdCuCl6
mp-1112068,K2GdAuCl6
mp-1112206,K2GaHgI6
mp-1112549,K2GaHgF6
mp-1111981,K2GaHgCl6
mp-1112204,K2GaHgBr6
mp-1111940,K2GaCuF6
mp-1112071,K2GaAuI6
mp-1112558,K2GaAuF6
mp-1112427,K2GaAuCl6
mp-1112070,K2GaAuBr6
mp-1112466,K2GaAgI6
mp-1112467,K2GaAgF6
mp-1112469,K2GaAgCl6
mp-1112470,K2GaAgBr6
mp-1111935,K2FeHgF6
mp-1111959,K2FeAuF6
mp-1112471,K2FeAgF6
mp-1111984,K2EuCuCl6
mp-1112428,K2EuAuCl6
mp-1112472,K2EuAgCl6
mp-1112164,K2ErCuCl6
mp-1112072,K2ErAuCl6
mp-1112473,K2ErAgCl6
mp-1111994,K2DyCuCl6
mp-1112074,K2DyAuCl6
mp-1112098,K2DyAgCl6
mp-1112035,K2CuSbI6
mp-1112219,K2CuSbCl6
mp-1112037,K2CuSbBr6
mp-1112050,K2CuMoI6
mp-1112047,K2CuMoBr6
mp-1112049,K2CuBiI6
mp-1112238,K2CuBiCl6
mp-1112053,K2CuBiBr6
mp-1112010,K2CuAuF6
mp-1111972,K2CuAuCl6
mp-1114282,K2CuAsF6
mp-1111938,K2CrHgF6
mp-1111939,K2CrCuF6
mp-1111943,K2CrAuF6
mp-1112474,K2CrAgF6
mp-1112550,K2CoHgF6
mp-1112048,K2CeCuI6
mp-1112237,K2CeCuCl6
mp-1112553,K2CeCuBr6
mp-1111996,K2CeAuCl6
mp-1112097,K2CeAgI6
mp-1112099,K2CeAgCl6
mp-1112102,K2CeAgBr6
mp-1112431,K2BiAuF6
mp-1112073,K2BiAuCl6
mp-1111995,K2BiAuBr6
mp-1112432,K2AsAuI6
mp-1112433,K2AsAuF6
mp-1112434,K2AsAuCl6
mp-1112435,K2AsAuBr6
mp-1111199,K2AlTlI6
mp-1111907,K2AlTlF6
mp-1111590,K2AlTlCl6
mp-1111591,K2AlTlBr6
mp-1112023,K2AlInI6
mp-1112188,K2AlInF6
mp-1112189,K2AlInCl6
mp-1112191,K2AlInBr6
mp-1112209,K2AlHgF6
mp-1112210,K2AlHgCl6
mp-1112211,K2AlHgBr6
mp-1112165,K2AlCuF6
mp-1112438,K2AlAuI6
mp-1112559,K2AlAuF6
mp-1112440,K2AlAuCl6
mp-1111999,K2AlAuBr6
mp-1111949,K2AlAgF6
mp-1111973,K2AlAgCl6
mp-1112104,K2AlAgBr6
mp-1112090,K2AgSbI6
mp-1112449,K2AgSbF6
mp-1112450,K2AgSbCl6
mp-1112451,K2AgSbBr6
mp-1112452,K2AgRuF6
mp-1111950,K2AgRhF6
mp-1112453,K2AgPdF6
mp-1112093,K2AgMoI6
mp-1112457,K2AgMoF6
mp-1112458,K2AgMoCl6
mp-1112096,K2AgMoBr6
mp-1112462,K2AgIrF6
mp-1112100,K2AgBiI6
mp-1112476,K2AgBiCl6
mp-1112477,K2AgBiBr6
mp-1112478,K2AgAuF6
mp-1112479,K2AgAuCl6
mp-1112101,K2AgAuBr6
mp-1112561,K2AgAsF6
mp-1112480,K2AgAsCl6
mp-1112001,K2AgAsBr6
mp-1113328,CsRb2YF6
mp-1113330,CsRb2YBr6
mp-1113329,CsRb2VF6
mp-1113352,CsRb2TmCl6
mp-1113286,CsRb2TlF6
mp-1113347,CsRb2TlBr6
mp-1113346,CsRb2TiF6
mp-1113351,CsRb2TbCl6
mp-1113350,CsRb2TaF6
mp-1113609,CsRb2ScF6
mp-1113402,CsRb2ScCl6
mp-1113608,CsRb2ScBr6
mp-1113367,CsRb2SbF6
mp-1113396,CsRb2SbCl6
mp-1112402,CsRb2RhF6
mp-1113366,CsRb2PdF6
mp-1111043,CsRb2NbF6
mp-1113392,CsRb2MoF6
mp-1113391,CsRb2LuCl6
mp-1112401,CsRb2IrF6
mp-989595,CsRb2InF6
mp-1113394,CsRb2InBr6
mp-1113407,CsRb2GdCl6
mp-1111039,CsRb2GaI6
mp-989629,CsRb2GaF6
mp-1113401,CsRb2GaCl6
mp-1113606,CsRb2GaBr6
mp-1112400,CsRb2FeF6
mp-1113406,CsRb2ErCl6
mp-1114139,CsRb2CoF6
mp-1113413,CsRb2BiF6
mp-1113419,CsRb2AuBr6
mp-1113418,CsRb2AsI6
mp-1113427,CsRb2AsF6
mp-1113605,CsRb2AsCl6
mp-1113426,CsRb2AsBr6
mp-1113430,CsRb2AlI6
mp-1111045,CsRb2AlF6
mp-1113400,CsRb2AlCl6
mp-1113429,CsRb2AlBr6
mp-1112240,CsK2YF6
mp-1112254,CsK2VF6
mp-1111971,CsK2TlF6
mp-1112052,CsK2TiF6
mp-1112268,CsK2TaF6
mp-1110639,CsK2ScF6
mp-1112309,CsK2ScCl6
mp-1112270,CsK2SbF6
mp-1112055,CsK2SbCl6
mp-1112554,CsK2RuF6
mp-1112304,CsK2PdF6
mp-1111974,CsK2NbF6
mp-1112308,CsK2MoF6
mp-1112555,CsK2IrF6
mp-1112317,CsK2InF6
mp-1112318,CsK2InCl6
mp-1112556,CsK2GaF6
mp-1112321,CsK2GaCl6
mp-1112322,CsK2AuF6
mp-1112326,CsK2AsF6
mp-1112054,CsK2AsCl6
mp-1112325,CsK2AsBr6
mp-1112057,CsK2AlI6
mp-1114283,CsK2AlF6
mp-1112327,CsK2AlCl6
mp-1112328,CsK2AlBr6
mp-1112156,Cs2YTlI6
mp-1112482,Cs2YTlF6
mp-1112103,Cs2YTlCl6
mp-1112106,Cs2YTlBr6
mp-1112795,Cs2YInI6
mp-1113062,Cs2YInF6
mp-1112628,Cs2YInCl6
mp-1113063,Cs2YInBr6
mp-1112895,Cs2YHgI6
mp-1112607,Cs2YHgF6
mp-1112898,Cs2YHgCl6
mp-1112897,Cs2YHgBr6
mp-1113323,Cs2YCuI6
mp-1112909,Cs2YCuCl6
mp-1113326,Cs2YCuBr6
mp-1112916,Cs2YAuI6
mp-1112919,Cs2YAuCl6
mp-1112918,Cs2YAuBr6
mp-1112931,Cs2YAgI6
mp-1113425,Cs2YAgF6
mp-1113432,Cs2YAgCl6
mp-1112934,Cs2YAgBr6
mp-1112639,Cs2VAgF6
mp-1112615,Cs2TmCuCl6
mp-1113440,Cs2TmAgCl6
mp-557533,Cs2TlVF6
mp-1112105,Cs2TlSbI6
mp-1112563,Cs2TlSbF6
mp-1112003,Cs2TlSbCl6
mp-1112108,Cs2TlSbBr6
mp-1112486,Cs2TlRuF6
mp-1112487,Cs2TlRhF6
mp-1112564,Cs2TlPdF6
mp-1112107,Cs2TlInI6
mp-989537,Cs2TlInF6
mp-1112490,Cs2TlInCl6
mp-996944,Cs2TlInBr6
mp-1113282,Cs2TlHgI6
mp-1113293,Cs2TlHgF6
mp-1113292,Cs2TlHgCl6
mp-1112900,Cs2TlHgBr6
mp-1112110,Cs2TlGaI6
mp-989558,Cs2TlGaF6
mp-1112002,Cs2TlGaCl6
mp-1112492,Cs2TlGaBr6
mp-1112637,Cs2TlCuF6
mp-1113332,Cs2TlCuCl6
mp-1114295,Cs2TlCuBr6
mp-1112495,Cs2TlCrF6
mp-1112565,Cs2TlCoF6
mp-1112501,Cs2TlBiI6
mp-557664,Cs2TlBiF6
mp-1112109,Cs2TlBiCl6
mp-1112498,Cs2TlBiBr6
mp-1113379,Cs2TlAuI6
mp-1112499,Cs2TlAuF6
mp-1113536,Cs2TlAuCl6
mp-1112500,Cs2TlAuBr6
mp-1112544,Cs2TlAsI6
mp-1112503,Cs2TlAsF6
mp-1112502,Cs2TlAsCl6
mp-1112112,Cs2TlAsBr6
mp-1112933,Cs2TlAgI6
mp-1113441,Cs2TlAgF6
mp-1113442,Cs2TlAgCl6
mp-1113444,Cs2TlAgBr6
mp-1113333,Cs2TbCuCl6
mp-1112921,Cs2TbAuCl6
mp-1112937,Cs2TbAgCl6
mp-1112483,Cs2TaTlF6
mp-1112610,Cs2TaHgF6
mp-1113521,Cs2TaCuI6
mp-1113336,Cs2TaCuCl6
mp-1112910,Cs2TaCuBr6
mp-1114296,Cs2TaAuF6
mp-1112935,Cs2TaAgI6
mp-1114070,Cs2TaAgF6
mp-1113447,Cs2TaAgCl6
mp-1112936,Cs2TaAgBr6
mp-1112618,Cs2SmCuCl6
mp-1112920,Cs2SmAuCl6
mp-1112939,Cs2SmAgCl6
mp-1112484,Cs2ScTlI6
mp-1112485,Cs2ScTlF6
mp-1112000,Cs2ScTlCl6
mp-1112493,Cs2ScTlBr6
mp-1113068,Cs2ScInI6
mp-1113518,Cs2ScInF6
mp-1113067,Cs2ScInCl6
mp-1113520,Cs2ScInBr6
mp-1112899,Cs2ScHgI6
mp-1113294,Cs2ScHgCl6
mp-1112630,Cs2ScHgBr6
mp-1112591,Cs2ScCuF6
mp-1113337,Cs2ScCuCl6
mp-1112923,Cs2ScAuI6
mp-1112595,Cs2ScAuF6
mp-1113390,Cs2ScAuCl6
mp-1112631,Cs2ScAuBr6
mp-1112938,Cs2ScAgI6
mp-1113448,Cs2ScAgF6
mp-1112622,Cs2ScAgCl6
mp-1113451,Cs2ScAgBr6
mp-1112922,Cs2SbAuI6
mp-1113525,Cs2SbAuF6
mp-1112926,Cs2SbAuCl6
mp-1113393,Cs2SbAuBr6
mp-1113405,Cs2RuAuF6
mp-1112594,Cs2RhAuF6
mp-1112507,Cs2RbYI6
mp-7886,Cs2RbYF6
mp-1112114,Cs2RbYCl6
mp-1112113,Cs2RbYBr6
mp-1112005,Cs2RbTmCl6
mp-1112510,Cs2RbTlI6
mp-989567,Cs2RbTlF6
mp-1112004,Cs2RbTlCl6
mp-1112116,Cs2RbTlBr6
mp-1112115,Cs2RbTbCl6
mp-1112511,Cs2RbTaF6
mp-1112118,Cs2RbSmCl6
mp-1112117,Cs2RbScI6
mp-1111963,Cs2RbScF6
mp-1112120,Cs2RbScCl6
mp-1112119,Cs2RbScBr6
mp-1112512,Cs2RbSbI6
mp-1112513,Cs2RbSbF6
mp-1112122,Cs2RbSbCl6
mp-1112121,Cs2RbSbBr6
mp-1112166,Cs2RbRuF6
mp-1112124,Cs2RbPrCl6
mp-1112123,Cs2RbNdCl6
mp-1111966,Cs2RbNbF6
mp-1112515,Cs2RbLuCl6
mp-1112126,Cs2RbLaCl6
mp-1111965,Cs2RbIrF6
mp-1112521,Cs2RbInI6
mp-989605,Cs2RbInF6
mp-1112125,Cs2RbInCl6
mp-996941,Cs2RbInBr6
mp-1112516,Cs2RbGdCl6
mp-1112155,Cs2RbGaI6
mp-989618,Cs2RbGaF6
mp-1112517,Cs2RbGaCl6
mp-1112518,Cs2RbGaBr6
mp-1112167,Cs2RbFeF6
mp-1112519,Cs2RbEuCl6
mp-1112127,Cs2RbErCl6
mp-1112130,Cs2RbDyCl6
mp-1112520,Cs2RbCeCl6
mp-1112161,Cs2RbBiI6
mp-559695,Cs2RbBiF6
mp-1112129,Cs2RbBiCl6
mp-1112132,Cs2RbBiBr6
mp-1111977,Cs2RbAuF6
mp-1112523,Cs2RbAuCl6
mp-1112524,Cs2RbAuBr6
mp-1112131,Cs2RbAsI6
mp-1111968,Cs2RbAsF6
mp-1112007,Cs2RbAsCl6
mp-1112134,Cs2RbAsBr6
mp-1112133,Cs2RbAlI6
mp-1112525,Cs2RbAlCl6
mp-1112531,Cs2RbAlBr6
mp-1112913,Cs2PrCuI6
mp-1112617,Cs2PrCuCl6
mp-1113355,Cs2PrCuBr6
mp-1113408,Cs2PrAuCl6
mp-1112942,Cs2PrAgI6
mp-1113453,Cs2PrAgF6
mp-1113459,Cs2PrAgCl6
mp-1112912,Cs2NdCuI6
mp-1113356,Cs2NdCuBr6
mp-1113409,Cs2NdAuCl6
mp-1113461,Cs2NdAgI6
mp-1113462,Cs2NdAgF6
mp-1112945,Cs2NdAgCl6
mp-1112944,Cs2NdAgBr6
mp-1111976,Cs2NbTlF6
mp-1114293,Cs2NbCuF6
mp-1112641,Cs2NbAuF6
mp-1112950,Cs2NbAgF6
mp-1112137,Cs2NaYI6
mp-13925,Cs2NaYF6
mp-23120,Cs2NaYCl6
mp-571467,Cs2NaYBr6
mp-1112567,Cs2NaTmCl6
mp-1112139,Cs2NaTlI6
mp-13800,Cs2NaTlF6
mp-1112527,Cs2NaTlCl6
mp-1112138,Cs2NaTlBr6
mp-568670,Cs2NaTbCl6
mp-1112529,Cs2NaTaI6
mp-1114291,Cs2NaTaF6
mp-1112530,Cs2NaTaCl6
mp-1112532,Cs2NaTaBr6
mp-580541,Cs2NaSmCl6
mp-1112141,Cs2NaScI6
mp-6204,Cs2NaScF6
mp-1111988,Cs2NaScCl6
mp-1112534,Cs2NaScBr6
mp-1112140,Cs2NaSbI6
mp-1112535,Cs2NaSbF6
mp-989514,Cs2NaSbCl6
mp-1112142,Cs2NaSbBr6
mp-1112013,Cs2NaRuF6
mp-1111979,Cs2NaRhF6
mp-1112144,Cs2NaPrI6
mp-1111970,Cs2NaPrF6
mp-1112143,Cs2NaPrCl6
mp-1112146,Cs2NaPrBr6
mp-1111951,Cs2NaNiF6
mp-1111954,Cs2NaNdF6
mp-1112006,Cs2NaNdCl6
mp-1112145,Cs2NaNdBr6
mp-1112148,Cs2NaMoI6
mp-1112537,Cs2NaMoF6
mp-1112538,Cs2NaMoCl6
mp-1112009,Cs2NaMoBr6
mp-554302,Cs2NaMnF6
mp-1112008,Cs2NaLuCl6
mp-1080017,Cs2NaLaCl6
mp-1112014,Cs2NaIrF6
mp-1112149,Cs2NaInI6
mp-13898,Cs2NaInF6
mp-989571,Cs2NaInCl6
mp-996943,Cs2NaInBr6
mp-1112657,Cs2NaGdCl6
mp-1112570,Cs2NaGaF6
mp-1112988,Cs2NaGaCl6
mp-1110642,Cs2NaGaBr6
mp-1112989,Cs2NaEuCl6
mp-580589,Cs2NaErCl6
mp-1112990,Cs2NaDyCl6
mp-1112656,Cs2NaCeI6
mp-1112992,Cs2NaCeF6
mp-1079458,Cs2NaCeCl6
mp-1112660,Cs2NaCeBr6
mp-1112659,Cs2NaBiI6
mp-560790,Cs2NaBiF6
mp-1080041,Cs2NaBiCl6
mp-1112661,Cs2NaBiBr6
mp-1112994,Cs2NaAuCl6
mp-1112621,Cs2NaAuBr6
mp-1112596,Cs2NaAsF6
mp-989608,Cs2NaAsCl6
mp-1112664,Cs2NaAsBr6
mp-1112569,Cs2NaAlF6
mp-1112997,Cs2NaAlCl6
mp-1112588,Cs2MnHgF6
mp-1113542,Cs2LuAgCl6
mp-1112663,Cs2LiYI6
mp-1112573,Cs2LiYF6
mp-567652,Cs2LiYCl6
mp-1112666,Cs2LiYBr6
mp-1112998,Cs2LiTmCl6
mp-989562,Cs2LiTlF6
mp-1112999,Cs2LiTlCl6
mp-1112670,Cs2LiTlBr6
mp-1112669,Cs2LiTbCl6
mp-1113000,Cs2LiTaI6
mp-1113001,Cs2LiTaCl6
mp-1112672,Cs2LiTaBr6
mp-1112671,Cs2LiSmCl6
mp-1113004,Cs2LiScCl6
mp-1112673,Cs2LiSbI6
mp-1113006,Cs2LiSbF6
mp-1112676,Cs2LiSbCl6
mp-1113007,Cs2LiSbBr6
mp-1113008,Cs2LiPrI6
mp-1113009,Cs2LiPrF6
mp-1112674,Cs2LiPrCl6
mp-1112675,Cs2LiPrBr6
mp-1112572,Cs2LiPdF6
mp-1113010,Cs2LiNdI6
mp-1112576,Cs2LiNdF6
mp-1112678,Cs2LiNdCl6
mp-1112679,Cs2LiNdBr6
mp-1112580,Cs2LiNbF6
mp-1113011,Cs2LiMoI6
mp-1113514,Cs2LiMoF6
mp-1113012,Cs2LiMoCl6
mp-1113013,Cs2LiMoBr6
mp-570379,Cs2LiLuCl6
mp-1112681,Cs2LiLaCl6
mp-1113016,Cs2LiInF6
mp-1113017,Cs2LiInCl6
mp-1112624,Cs2LiGdCl6
mp-1113515,Cs2LiEuCl6
mp-1112613,Cs2LiErCl6
mp-1113018,Cs2LiDyCl6
mp-1112680,Cs2LiCeI6
mp-1113019,Cs2LiCeF6
mp-1113020,Cs2LiCeCl6
mp-1112688,Cs2LiCeBr6
mp-1113021,Cs2LiBiI6
mp-1113022,Cs2LiBiF6
mp-1113024,Cs2LiBiCl6
mp-1112682,Cs2LiBiBr6
mp-1112579,Cs2LiAuF6
mp-1113026,Cs2LiAuCl6
mp-1113523,Cs2LaCuCl6
mp-1113410,Cs2LaAuCl6
mp-1113585,Cs2LaAgCl6
mp-1112687,Cs2KYI6
mp-6059,Cs2KYF6
mp-1112690,Cs2KYCl6
mp-1113028,Cs2KYBr6
mp-558895,Cs2KVF6
mp-1112689,Cs2KTmCl6
mp-1112692,Cs2KTlI6
mp-989526,Cs2KTlF6
mp-1113029,Cs2KTlCl6
mp-1113030,Cs2KTlBr6
mp-580631,Cs2KTbCl6
mp-1113031,Cs2KTaI6
mp-1113032,Cs2KTaF6
mp-1112693,Cs2KTaCl6
mp-1112695,Cs2KTaBr6
mp-1079871,Cs2KSmCl6
mp-1112710,Cs2KScI6
mp-571124,Cs2KScCl6
mp-1113047,Cs2KScBr6
mp-1112709,Cs2KSbI6
mp-1112608,Cs2KSbF6
mp-1112716,Cs2KSbCl6
mp-1113034,Cs2KSbBr6
mp-1112583,Cs2KRuF6
mp-561561,Cs2KRhF6
mp-1113035,Cs2KPrI6
mp-1112946,Cs2KPrF6
mp-1112721,Cs2KPrCl6
mp-1112754,Cs2KPrBr6
mp-1113037,Cs2KPdF6
mp-1113039,Cs2KNdI6
mp-1112753,Cs2KNdCl6
mp-1112758,Cs2KNdBr6
mp-1113040,Cs2KMoI6
mp-557133,Cs2KMoF6
mp-1113042,Cs2KMoCl6
mp-1113043,Cs2KMoBr6
mp-561461,Cs2KMnF6
mp-1112760,Cs2KLuCl6
mp-1113044,Cs2KLaCl6
mp-1113045,Cs2KInI6
mp-989639,Cs2KInF6
mp-1112759,Cs2KInCl6
mp-1113046,Cs2KInBr6
mp-1113049,Cs2KGdCl6
mp-1112783,Cs2KGaI6
mp-989531,Cs2KGaF6
mp-1113050,Cs2KGaCl6
mp-1112623,Cs2KGaBr6
mp-579605,Cs2KEuCl6
mp-1113058,Cs2KErCl6
mp-1112785,Cs2KDyCl6
mp-560956,Cs2KCrF6
mp-1112784,Cs2KCeI6
mp-1112635,Cs2KCeF6
mp-1113052,Cs2KCeCl6
mp-1112787,Cs2KCeBr6
mp-1113055,Cs2KBiI6
mp-573204,Cs2KBiF6
mp-1112786,Cs2KBiCl6
mp-1112789,Cs2KBiBr6
mp-1112599,Cs2KAuF6
mp-1112626,Cs2KAuCl6
mp-1112788,Cs2KAuBr6
mp-1112793,Cs2KAsI6
mp-1113517,Cs2KAsF6
mp-1112625,Cs2KAsCl6
mp-1112792,Cs2KAsBr6
mp-1113057,Cs2KAlI6
