"formula","A","B1","B2","X","tolerance_factor","irA","rsA","rpA","rdA","XcA","eaA","ipA","hoalA","lualA","irB1","rsB1","rpB1","rdB1","XcB1","eaB1","ipB1","hoalB1","lualB1","irB2","rsB2","rpB2","rdB2","XcB2","eaB2","ipB2","hoalB2","lualB2","irX","rsX","rpX","rdX","XcX","eaX","ipX","hoalX","lualX" 
"Ca2CuYBr6","Ca","Cu","Y","Br","0.8348666826173905","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2CuAgF6","Ca","Cu","Ag","F","0.9120652684869959","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.75","1.286","0.462","0.536","1.93","125.6","34.83","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2CuAgCl6","Ca","Cu","Ag","Cl","0.8734848473480882","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.75","1.286","0.462","0.536","1.93","125.6","34.83","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2CuAgI6","Ca","Cu","Ag","I","0.8514142875511489","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.75","1.286","0.462","0.536","1.93","125.6","34.83","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2CuAgBr6","Ca","Cu","Ag","Br","0.8642416214502247","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.75","1.286","0.462","0.536","1.93","125.6","34.83","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2CuInF6","Ca","Cu","In","F","0.9011814347341678","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2CuInCl6","Ca","Cu","In","Cl","0.8650044119369417","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2CuInI6","Ca","Cu","In","I","0.8442354149748322","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2CuInBr6","Ca","Cu","In","Br","0.856312799235085","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2CuPdF6","Ca","Cu","Pd","F","0.9098675208520876","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2CuPdCl6","Ca","Cu","Pd","Cl","0.8717754836546475","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2CuPdI6","Ca","Cu","Pd","I","0.84996876244495","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2CuPdBr6","Ca","Cu","Pd","Br","0.8626441323163055","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2CuSbF6","Ca","Cu","Sb","F","0.9098675208520876","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2CuSbCl6","Ca","Cu","Sb","Cl","0.8717754836546475","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2CuSbI6","Ca","Cu","Sb","I","0.84996876244495","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2CuSbBr6","Ca","Cu","Sb","Br","0.8626441323163055","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2CuScF6","Ca","Cu","Sc","F","0.9131681285456261","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2CuScCl6","Ca","Cu","Sc","Cl","0.8743420454318448","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2CuScI6","Ca","Cu","Sc","I","0.8521388954554477","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2CuScBr6","Ca","Cu","Sc","Br","0.8650425868083806","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2CuYF6","Ca","Cu","Y","F","0.8801748744839542","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2CuYCl6","Ca","Cu","Y","Cl","0.848528137423857","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2CuYI6","Ca","Cu","Y","I","0.8302348276618169","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2CuYBr6","Ca","Cu","Y","Br","0.8408837397894078","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2PdAgF6","Ca","Pd","Ag","F","0.9439875528840409","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.75","1.286","0.462","0.536","1.93","125.6","34.83","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2PdAgCl6","Ca","Pd","Ag","Cl","0.898139661587752","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.75","1.286","0.462","0.536","1.93","125.6","34.83","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2PdAgI6","Ca","Pd","Ag","I","0.8721804896865429","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.75","1.286","0.462","0.536","1.93","125.6","34.83","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2PdAgBr6","Ca","Pd","Ag","Br","0.8872442501580253","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.75","1.286","0.462","0.536","1.93","125.6","34.83","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2PdCrF6","Ca","Pd","Cr","F","0.9769599512383346","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2PdCrCl6","Ca","Pd","Cr","Cl","0.9232689578187045","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2PdCrI6","Ca","Pd","Cr","I","0.8931875130777441","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2PdCrBr6","Ca","Pd","Cr","Br","0.9106155621134074","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2PdGaF6","Ca","Pd","Ga","F","0.9756977290791119","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2PdGaCl6","Ca","Pd","Ga","Cl","0.9223131928520185","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2PdGaI6","Ca","Pd","Ga","I","0.8923914457755359","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2PdGaBr6","Ca","Pd","Ga","Br","0.9097280225791838","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2PdInF6","Ca","Pd","In","F","0.9323333855644846","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2PdInCl6","Ca","Pd","In","Cl","0.8891761919112275","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2PdInI6","Ca","Pd","In","I","0.8646487065286279","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2PdInBr6","Ca","Pd","In","Br","0.8788897845256521","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2PdMoF6","Ca","Pd","Mo","F","0.9583629978518182","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2PdMoCl6","Ca","Pd","Mo","Cl","0.9091372900969897","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2PdMoI6","Ca","Pd","Mo","I","0.8813936638733725","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2PdMoBr6","Ca","Pd","Mo","Br","0.897481683813695","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2PdNbF6","Ca","Pd","Nb","F","0.9511209600846758","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2PdNbCl6","Ca","Pd","Nb","Cl","0.9036050144980222","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2PdNbI6","Ca","Pd","Nb","I","0.8767628740456664","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2PdNbBr6","Ca","Pd","Nb","Br","0.8923336053214556","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2PdNiF6","Ca","Pd","Ni","F","0.9807662887106917","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2PdNiCl6","Ca","Pd","Ni","Cl","0.9261481749428793","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2PdNiI6","Ca","Pd","Ni","I","0.895584259535019","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2PdNiBr6","Ca","Pd","Ni","Br","0.9132886019239166","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2PdPdF6","Ca","Pd","Pd","F","0.9416334692110134","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2PdPdCl6","Ca","Pd","Pd","Cl","0.8963325395322432","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2PdPdI6","Ca","Pd","Pd","I","0.8706636540523055","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2PdPdBr6","Ca","Pd","Pd","Br","0.8855606747307806","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2PdRhF6","Ca","Pd","Rh","F","0.9644828126529154","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2PdRhCl6","Ca","Pd","Rh","Cl","0.9137995326103076","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2PdRhI6","Ca","Pd","Rh","I","0.8852901875863406","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2PdRhBr6","Ca","Pd","Rh","Br","0.9018173441219736","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2PdRuF6","Ca","Pd","Ru","F","0.960801580543553","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2PdRuCl6","Ca","Pd","Ru","Cl","0.9109964665593557","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2PdRuI6","Ca","Pd","Ru","I","0.8829481500530434","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2PdRuBr6","Ca","Pd","Ru","Br","0.8992109356129505","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2PdSbF6","Ca","Pd","Sb","F","0.9416334692110134","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2PdSbCl6","Ca","Pd","Sb","Cl","0.8963325395322432","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2PdSbI6","Ca","Pd","Sb","I","0.8706636540523055","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2PdSbBr6","Ca","Pd","Sb","Br","0.8855606747307806","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2PdScF6","Ca","Pd","Sc","F","0.9451690141517305","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2PdScCl6","Ca","Pd","Sc","Cl","0.8990459579162966","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2PdScI6","Ca","Pd","Sc","I","0.8729408911596784","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2PdScBr6","Ca","Pd","Sc","Br","0.8880884406910016","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2PdTiF6","Ca","Pd","Ti","F","0.9632526049837152","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.67","1.477","0.468","0.489","1.54","7.6","27.4917","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2PdTiCl6","Ca","Pd","Ti","Cl","0.9128632625973873","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.67","1.477","0.468","0.489","1.54","7.6","27.4917","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2PdTiI6","Ca","Pd","Ti","I","0.8845081291167413","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.67","1.477","0.468","0.489","1.54","7.6","27.4917","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2PdTiBr6","Ca","Pd","Ti","Br","0.9009468640600797","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.67","1.477","0.468","0.489","1.54","7.6","27.4917","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2PdVF6","Ca","Pd","V","F","0.9706812883126384","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.64","1.453","0.416","0.427","1.63","50.6","29.311","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Ca2PdVCl6","Ca","Pd","V","Cl","0.918509839479433","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.64","1.453","0.416","0.427","1.63","50.6","29.311","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Ca2PdVI6","Ca","Pd","V","I","0.8892213163056404","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.64","1.453","0.416","0.427","1.63","50.6","29.311","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Ca2PdVBr6","Ca","Pd","V","Br","0.906195098219653","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.64","1.453","0.416","0.427","1.63","50.6","29.311","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Ca2PdYF6","Ca","Pd","Y","F","0.9098675208520876","1.34","1.69","0.539","0.0","1.0","2.37","6.11316","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
