"formula","A","B1","B2","X","tolerance_factor","irA","rsA","rpA","rdA","XcA","eaA","ipA","hoalA","lualA","irB1","rsB1","rpB1","rdB1","XcB1","eaB1","ipB1","hoalB1","lualB1","irB2","rsB2","rpB2","rdB2","XcB2","eaB2","ipB2","hoalB2","lualB2","irX","rsX","rpX","rdX","XcX","eaX","ipX","hoalX","lualX" 
"Pd2AgBI6","Pd","Ag","B","I","0.6631354351295689","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.27","0.769","0.776","0.0","2.04","26.7","37.93064","3","4","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgBBr6","Pd","Ag","B","Br","0.6592768892232892","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.27","0.769","0.776","0.0","2.04","26.7","37.93064","3","4","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgCoF6","Pd","Ag","Co","F","0.6054158394105557","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.545","1.181","0.355","0.0","1.88","118.4","33.5","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgCoCl6","Pd","Ag","Co","Cl","0.623344820880703","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.545","1.181","0.355","0.0","1.88","118.4","33.5","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgCoI6","Pd","Ag","Co","I","0.6338402954250497","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.545","1.181","0.355","0.0","1.88","118.4","33.5","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgCoBr6","Pd","Ag","Co","Br","0.6277188135859689","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.545","1.181","0.355","0.0","1.88","118.4","33.5","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgCrF6","Pd","Ag","Cr","F","0.5961119736018314","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgCrCl6","Pd","Ag","Cr","Cl","0.615432919255744","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgCrI6","Pd","Ag","Cr","I","0.6267920316157164","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgCrBr6","Pd","Ag","Cr","Br","0.6201624392177802","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgCuF6","Pd","Ag","Cu","F","0.6060915267313264","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.54","1.191","0.325","0.312","1.9","118.4","36.841","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgCuCl6","Pd","Ag","Cu","Cl","0.6239177481057772","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.54","1.191","0.325","0.312","1.9","118.4","36.841","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgCuI6","Pd","Ag","Cu","I","0.6343498133474171","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.54","1.191","0.325","0.312","1.9","118.4","36.841","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgCuBr6","Pd","Ag","Cu","Br","0.6282656069775944","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.54","1.191","0.325","0.312","1.9","118.4","36.841","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgFeF6","Pd","Ag","Fe","F","0.6047416569613233","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.55","1.227","0.373","0.365","1.83","15.7","30.652","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgFeCl6","Pd","Ag","Fe","Cl","0.6227729448982436","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.55","1.227","0.373","0.365","1.83","15.7","30.652","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgFeI6","Pd","Ag","Fe","I","0.6333315953484646","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.55","1.227","0.373","0.365","1.83","15.7","30.652","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgFeBr6","Pd","Ag","Fe","Br","0.6271729711393725","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.55","1.227","0.373","0.365","1.83","15.7","30.652","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgGaF6","Pd","Ag","Ga","F","0.5954583420518293","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgGaCl6","Pd","Ag","Ga","Cl","0.6148754619013457","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgGaI6","Pd","Ag","Ga","I","0.6262945776223705","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgGaBr6","Pd","Ag","Ga","Br","0.6196296536170777","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgInF6","Pd","Ag","In","F","0.5728459999485954","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgInCl6","Pd","Ag","In","Cl","0.5954583420518295","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgInI6","Pd","Ag","In","I","0.6088975060217492","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgInBr6","Pd","Ag","In","Br","0.6010407640085653","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgMnF6","Pd","Ag","Mn","F","0.6007278849018457","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.58","1.278","0.392","0.389","1.55","0.0","33.668","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgMnCl6","Pd","Ag","Mn","Cl","0.6193636039590196","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.58","1.278","0.392","0.389","1.55","0.0","33.668","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgMnI6","Pd","Ag","Mn","I","0.6302964599074976","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.58","1.278","0.392","0.389","1.55","0.0","33.668","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgMnBr6","Pd","Ag","Mn","Br","0.6239177481057773","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.58","1.278","0.392","0.389","1.55","0.0","33.668","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgMoF6","Pd","Ag","Mo","F","0.5864557321287996","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgMoCl6","Pd","Ag","Mo","Cl","0.607175769176284","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgMoI6","Pd","Ag","Mo","I","0.6194122196265204","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgMoBr6","Pd","Ag","Mo","Br","0.6122656339645827","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgNF6","Pd","Ag","N","F","0.6622658633552054","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.16","0.521","0.488","0.0","3.04","112.0","47.44924","3","4","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgNCl6","Pd","Ag","N","Cl","0.6707732311651042","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.16","0.521","0.488","0.0","3.04","112.0","47.44924","3","4","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgNI6","Pd","Ag","N","I","0.6756259998323519","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.16","0.521","0.488","0.0","3.04","112.0","47.44924","3","4","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgNBr6","Pd","Ag","N","Br","0.6728068253827224","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.16","0.521","0.488","0.0","3.04","112.0","47.44924","3","4","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgNbF6","Pd","Ag","Nb","F","0.5826802660421335","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgNbCl6","Pd","Ag","Nb","Cl","0.603934617383528","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgNbI6","Pd","Ag","Nb","I","0.616508724847021","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgNbBr6","Pd","Ag","Nb","Br","0.6091629364951675","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgNiF6","Pd","Ag","Ni","F","0.5980815065542604","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgNiCl6","Pd","Ag","Ni","Cl","0.617111372671896","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgNiI6","Pd","Ag","Ni","I","0.6282891463409132","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgNiBr6","Pd","Ag","Ni","Br","0.6217663075950676","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgPF6","Pd","Ag","P","F","0.6199292328210827","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.44","0.803","0.919","0.0","2.19","71.0","30.2027","5","6","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgPCl6","Pd","Ag","P","Cl","0.6356016010665595","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.44","0.803","0.919","0.0","2.19","71.0","30.2027","5","6","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgPI6","Pd","Ag","P","I","0.6447150063759698","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.44","0.803","0.919","0.0","2.19","71.0","30.2027","5","6","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgPBr6","Pd","Ag","P","Br","0.6394050680942185","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.44","0.803","0.919","0.0","2.19","71.0","30.2027","5","6","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgPdF6","Pd","Ag","Pd","F","0.5777212850545408","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgPdCl6","Pd","Ag","Pd","Cl","0.5996665282147398","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgPdI6","Pd","Ag","Pd","I","0.6126794781088407","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgPdBr6","Pd","Ag","Pd","Br","0.6050745946394953","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgRhF6","Pd","Ag","Rh","F","0.5896395308917137","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgRhCl6","Pd","Ag","Rh","Cl","0.609903423125863","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgRhI6","Pd","Ag","Rh","I","0.6218527721073184","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgRhBr6","Pd","Ag","Rh","Br","0.6148754619013455","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgRuF6","Pd","Ag","Ru","F","0.5877251168303771","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgRuCl6","Pd","Ag","Ru","Cl","0.6082638977948795","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgRuI6","Pd","Ag","Ru","I","0.6203861382108388","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgRuBr6","Pd","Ag","Ru","Br","0.6133069020495565","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgSbF6","Pd","Ag","Sb","F","0.5777212850545408","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgSbCl6","Pd","Ag","Sb","Cl","0.5996665282147398","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgSbI6","Pd","Ag","Sb","I","0.6126794781088407","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgSbBr6","Pd","Ag","Sb","Br","0.6050745946394953","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgScF6","Pd","Ag","Sc","F","0.5795709796705106","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgScCl6","Pd","Ag","Sc","Cl","0.601259973373858","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgScI6","Pd","Ag","Sc","I","0.614109858213375","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgScBr6","Pd","Ag","Sc","Br","0.606601275702505","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgTiF6","Pd","Ag","Ti","F","0.5890000086239353","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.67","1.477","0.468","0.489","1.54","7.6","27.4917","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgTiCl6","Pd","Ag","Ti","Cl","0.6093559335180301","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.67","1.477","0.468","0.489","1.54","7.6","27.4917","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgTiI6","Pd","Ag","Ti","I","0.6213631242552653","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.67","1.477","0.468","0.489","1.54","7.6","27.4917","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgTiBr6","Pd","Ag","Ti","Br","0.6143517178963189","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.67","1.477","0.468","0.489","1.54","7.6","27.4917","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgVF6","Pd","Ag","V","F","0.5928580872830441","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.64","1.453","0.416","0.427","1.63","50.6","29.311","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgVCl6","Pd","Ag","V","Cl","0.6126556948908715","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.64","1.453","0.416","0.427","1.63","50.6","29.311","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgVI6","Pd","Ag","V","I","0.624312632756477","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.64","1.453","0.416","0.427","1.63","50.6","29.311","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgVBr6","Pd","Ag","V","Br","0.6175076342553754","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.64","1.453","0.416","0.427","1.63","50.6","29.311","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Pd2AgYF6","Pd","Ag","Y","F","0.5610103387926327","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Pd2AgYCl6","Pd","Ag","Y","Cl","0.5851918189130048","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Pd2AgYI6","Pd","Ag","Y","I","0.599643744532057","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Pd2AgYBr6","Pd","Ag","Y","Br","0.5911876367297364","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","1.28","1.286","0.462","0.536","1.93","125.6","7.5762","10","11","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
